Epoch,Current Loss,Average Loss,Learning Rate
48,7.648530960083008,32.69149563908577,0.0001
49,1.85958993434906,32.97486952543259,0.0001
50,5.459104061126709,31.992108023166658,0.0001
51,1.8984365463256836,31.465620210766794,0.0001
52,144.59425354003906,31.837636798620224,0.0001
53,22.237411499023438,30.47143007516861,0.0001
54,2.7440807819366455,33.86756274700165,0.0001
55,164.53271484375,34.594359922409055,0.0001
56,82.8569107055664,33.06534708738327,0.0001
57,255.6107940673828,32.78571889400482,0.0001
58,1.584744930267334,40.08183052539825,0.0001
59,9.489462852478027,39.53792695105076,0.0001
60,7.286264896392822,37.91225568056107,0.0001
61,7.620174884796143,34.93478727340698,0.0001
62,9.751107215881348,31.10355672836304,0.0001
63,0.35448330640792847,29.17286686897278,0.0001
64,2.5505666732788086,29.286126708984376,0.0001
65,4.127306938171387,28.81457400172949,0.0001
66,1.208605170249939,34.144243866205215,0.0001
67,0.8316636681556702,31.66760999262333,0.0001
68,3.148906707763672,31.263663625717165,0.0001
69,40.38930130004883,32.88853580951691,0.0001
70,0.3427932560443878,29.842338040471077,0.0001
71,106.27046966552734,29.32446407675743,0.0001
72,0.70296710729599,27.420319455862046,0.0001
73,3.7272608280181885,27.089228188991548,0.0001
74,9.547605514526367,27.016078972816466,0.0001
75,78.64875793457031,27.98861168026924,0.0001
76,1.812151312828064,26.898343205451965,0.0001
77,20.211124420166016,26.31799835264683,0.0001
78,2.256744623184204,28.24348714351654,0.0001
79,199.94992065429688,39.39326750040054,0.0001
80,100.47789001464844,34.9393675327301,0.0001
81,1.4760000705718994,38.48841841220856,0.0001
82,3.8758327960968018,33.833971354365346,0.0001
83,128.61581420898438,32.69916703701019,0.0001
84,0.6219421625137329,26.16307052373886,0.0001
85,0.9561157822608948,27.104261592030525,0.0001
86,32.19551086425781,36.74337567687034,0.0001
87,4.4769978523254395,41.69103541970253,0.0001
88,0.40963464975357056,38.69226952195167,0.0001
89,10.327594757080078,43.61096874475479,0.0001
90,13.506733894348145,38.937686279416084,0.0001
91,12.207188606262207,31.574478697776794,0.0001
92,1.1184570789337158,25.75158302783966,0.0001
93,1.1496772766113281,26.321661484241485,0.0001
94,71.81092071533203,27.55707315802574,0.0001
95,31.315338134765625,26.016825520992278,0.0001
96,93.056640625,40.792545658349994,0.0001
97,3.2654359340667725,34.2023811340332,0.0001
98,104.77521514892578,33.80663135349751,0.0001
99,5.718369007110596,30.140654526650906,0.0001
100,90.84984588623047,27.44469373226166,0.0001
101,28.94837188720703,24.956954205036162,0.0001
102,0.4879796802997589,24.14655607044697,0.0001
103,55.46333312988281,24.18334925174713,0.0001
104,2.531895875930786,23.359787547588347,0.0001
105,2.594120502471924,23.33193447589874,0.0001
106,2.978576898574829,23.72161304950714,0.0001
107,21.69740104675293,25.57941379547119,0.0001
108,17.064462661743164,34.00905627012253,0.0001
109,46.3457145690918,30.501757740974426,0.0001
110,41.8006706237793,27.726069620251657,0.0001
111,3.1275384426116943,23.965132239460946,0.0001
112,9.747952461242676,22.883681809902193,0.0001
113,1.2433589696884155,24.500513303279877,0.0001
114,1.2426031827926636,26.543022084236146,0.0001
115,6.118292808532715,25.393493944406508,0.0001
116,2.799330711364746,23.29604504108429,0.0001
117,35.12371063232422,22.627156472206117,0.0001
118,26.898746490478516,22.580679374933244,0.0001
119,5.245031833648682,23.706267324090003,0.0001
120,1.935355305671692,27.595290076732635,0.0001
121,2.2010018825531006,26.72259624004364,0.0001
122,39.0364875793457,23.42796047925949,0.0001
123,30.912263870239258,22.275328433513643,0.0001
124,76.39118957519531,24.736260068416595,0.0001
125,1.7354382276535034,29.326681435108185,0.0001
126,6.6798996925354,27.97355604171753,0.0001
127,9.709305763244629,24.078281903266905,0.0001
128,1.8406864404678345,23.672599887847902,0.0001
