Epoch,Current Loss,Average Loss,Learning Rate
1,1.4728977680206299,45.86769114732742,0.0001
2,5.3456597328186035,45.88212627768517,0.0001
3,0.9845383167266846,45.8430558681488,0.0001
4,318.7524719238281,48.318132650852206,0.0001
5,10.43571662902832,45.90356700718403,0.0001
6,1.2897858619689941,45.78278836607933,0.0001
7,8.336606979370117,45.73075848817825,0.0001
8,0.4731607437133789,45.36496157050133,0.0001
9,7.122054100036621,44.487520509958266,0.0001
10,1.881221890449524,43.76694740056992,0.0001
11,27.57929801940918,43.949759256839755,0.0001
12,94.25887298583984,43.84274450540543,0.0001
13,4.461403846740723,41.674553310871126,0.0001
14,1.3406898975372314,41.42591894567013,0.0001
15,1.555873155593872,44.74338436126709,0.0001
16,2.339759588241577,45.23504750728607,0.0001
17,1.9123194217681885,42.76915720105171,0.0001
18,42.727516174316406,43.35125151872635,0.0001
19,26.313289642333984,42.22857364416122,0.0001
20,1.398510217666626,40.309312170743944,0.0001
21,22.984737396240234,39.299313300848006,0.0001
22,0.42827627062797546,37.5562250584364,0.0001
23,1.727841854095459,36.91447079181671,0.0001
24,2.2247915267944336,38.75564795732498,0.0001
25,0.2398935705423355,42.56766951829195,0.0001
26,4.266523361206055,42.8728837698698,0.0001
27,0.9890216588973999,40.46385527849198,0.0001
28,90.94564819335938,39.839637997746465,0.0001
29,7.2391462326049805,37.58811295330524,0.0001
30,38.742034912109375,35.88311516046524,0.0001
31,3.146334171295166,34.938473576307295,0.0001
32,31.754894256591797,35.72098725438118,0.0001
33,4.584855079650879,34.5023507475853,0.0001
34,45.504512786865234,37.36699813604355,0.0001
35,0.49925222992897034,34.46228069365024,0.0001
36,7.062263011932373,39.926490652561185,0.0001
37,4.863234996795654,37.90418372154236,0.0001
38,5.309268951416016,36.86821230649948,0.0001
39,6.029219150543213,36.87488816976547,0.0001
40,3.458355188369751,34.54868867397308,0.0001
41,0.9372788667678833,33.24099394083023,0.0001
42,7.198973178863525,32.66358531713486,0.0001
43,3.8810508251190186,34.263948273658755,0.0001
44,4.702447414398193,39.698056149482724,0.0001
45,74.17755889892578,36.563612101972105,0.0001
46,3.160775899887085,33.38312246799469,0.0001
47,1.043684959411621,34.69086545109749,0.0001
48,2.1400957107543945,48.85509334802627,0.0001
49,2.7735068798065186,36.8037492454052,0.0001
50,12.041106224060059,43.136301970481874,0.0001
51,9.154831886291504,42.62548251748085,0.0001
52,230.45445251464844,42.390493327379225,0.0001
53,1.6291433572769165,39.19501766562462,0.0001
54,1.2130038738250732,34.2865458548069,0.0001
55,70.19666290283203,33.3470637023449,0.0001
