Epoch,Current Loss,Average Loss,Learning Rate
1,278.2864074707031,48.03940244913101,0.001
2,278.2349548339844,48.01013861894607,0.001
3,275.9709167480469,47.732522094249724,0.001
4,268.5560607910156,46.64046657085419,0.001
5,261.0405578613281,45.16335390806198,0.001
6,244.98609924316406,43.05988020896912,0.001
7,263.13116455078125,44.06771050691604,0.001
8,278.2110900878906,46.706257581710815,0.001
9,278.2566833496094,48.01545581817627,0.001
10,278.2525939941406,48.01572669744492,0.001
11,278.2705383300781,48.01564824581146,0.001
12,278.2713928222656,48.0187344789505,0.001
13,278.270751953125,48.01650267839432,0.001
14,278.2710266113281,48.02439522743225,0.001
15,278.27069091796875,48.01635810136795,0.001
16,278.2705078125,48.02026940584183,0.001
17,278.2703552246094,48.0162073135376,0.001
18,278.2701721191406,48.01613340377808,0.001
19,278.2699890136719,48.01605899333954,0.001
20,278.2698059082031,48.015991151332855,0.001
21,278.2696533203125,48.0159274816513,0.001
22,278.26947021484375,48.01586344242096,0.001
23,278.2693176269531,48.015802228450774,0.001
24,278.2691345214844,48.01573989391327,0.001
25,278.2689514160156,48.01567938327789,0.001
26,278.2687683105469,48.01562051773071,0.001
27,278.26861572265625,48.01556428670883,0.001
28,278.2684631347656,48.0155096411705,0.001
29,278.2682800292969,48.01545464992523,0.001
30,278.26812744140625,48.01540126800537,0.001
31,278.2679443359375,48.01534652709961,0.001
32,278.2677917480469,48.01529457569122,0.001
33,278.2676086425781,48.01524080038071,0.001
34,278.2674560546875,48.015188777446745,0.001
35,278.2673034667969,48.01513661146164,0.001
36,278.26715087890625,48.01508774757385,0.001
37,278.2669677734375,48.01503570079804,0.001
38,278.2668151855469,48.0149857878685,0.001
39,278.2666320800781,48.01493380069733,0.001
40,278.2665100097656,48.01488825082779,0.001
41,278.2663269042969,48.01483578681946,0.001
42,278.26617431640625,48.01478785276413,0.001
43,278.2659912109375,48.01473557949066,0.001
44,278.26580810546875,48.01468607187271,0.001
45,278.26568603515625,48.0146405339241,0.001
46,278.2655334472656,48.0145929813385,0.001
47,278.2653503417969,48.01454381942749,0.001
48,278.26519775390625,48.014495599269864,0.001
49,278.2650146484375,48.01444786787033,0.001
50,278.264892578125,48.01440364122391,0.001
51,278.26470947265625,48.01435484886169,0.001
52,278.2645568847656,48.01430823802948,0.001
53,278.264404296875,48.01426322460175,0.001
54,278.2642517089844,48.01421694755554,0.001
55,278.26409912109375,48.014172196388245,0.001
56,278.263916015625,48.014123630523684,0.001
57,278.2637939453125,48.01408153772354,0.001
58,278.26361083984375,48.01403418779373,0.001
59,278.263427734375,48.01398649215698,0.001
60,278.2633361816406,48.013947296142575,0.001
61,278.2631530761719,48.013900780677794,0.001
62,278.2630615234375,48.01386336088181,0.001
63,278.2628479003906,48.01381257772446,0.001
64,278.2626647949219,48.013765525817874,0.001
65,278.2625427246094,48.01372563838959,0.001
66,278.2623596191406,48.013678669929504,0.001
67,278.2622375488281,48.01363732814789,0.001
68,278.2620849609375,48.01359535455704,0.001
69,278.26190185546875,48.013548731803894,0.001
70,278.26177978515625,48.013509118556975,0.001
71,278.26165771484375,48.013467669487,0.001
72,278.261474609375,48.01342340707779,0.001
73,278.2613525390625,48.01338431835175,0.001
74,278.2611389160156,48.01333692073822,0.001
75,278.2610168457031,48.01329787969589,0.001
76,278.2608337402344,48.01325387954712,0.001
77,278.26068115234375,48.01321105957031,0.001
78,278.2605285644531,48.01317081451416,0.001
79,278.2603759765625,48.01312801837921,0.001
80,278.26025390625,48.013089787960055,0.001
81,278.2601013183594,48.0130490064621,0.001
82,278.25994873046875,48.013007724285124,0.001
83,278.2597961425781,48.01296664476395,0.001
84,278.2596130371094,48.01292327642441,0.001
85,278.259521484375,48.01288728713989,0.001
86,278.2593078613281,48.012840676307675,0.001
87,278.2591857910156,48.01280498504639,0.001
88,278.2590026855469,48.01276170015335,0.001
89,278.25885009765625,48.01271995306015,0.001
90,278.25872802734375,48.012685286998746,0.001
91,278.2585754394531,48.01264500617981,0.001
92,278.2584228515625,48.01260466575623,0.001
93,278.2582702636719,48.012564468383786,0.001
94,278.25811767578125,48.01252464056015,0.001
95,278.2580261230469,48.012491536140445,0.001
96,278.2578430175781,48.012449169158934,0.001
97,278.2577209472656,48.01241247653961,0.001
98,278.257568359375,48.012374019622804,0.001
99,278.2574157714844,48.01233459711075,0.001
100,278.2572326660156,48.012291717529294,0.001
101,278.257080078125,48.01225261688232,0.001
102,278.2569580078125,48.01221849918365,0.001
103,278.2568054199219,48.012179493904114,0.001
104,278.25665283203125,48.012140369415285,0.001
105,278.2565002441406,48.01210252046585,0.001
106,278.2563781738281,48.01206752061844,0.001
107,278.2562255859375,48.01202839612961,0.001
108,278.2560729980469,48.01199008226395,0.001
109,278.2558898925781,48.01194821596145,0.001
110,278.25579833984375,48.011916756629944,0.001
111,278.255615234375,48.011874520778655,0.001
112,278.2554626464844,48.011838459968565,0.001
113,278.2553405761719,48.01180313825607,0.001
114,278.2551574707031,48.01176171302795,0.001
115,278.25506591796875,48.0117301940918,0.001
116,278.2548828125,48.01169013977051,0.001
117,278.2547302246094,48.011653530597684,0.001
118,278.2546081542969,48.01161975860596,0.001
119,278.25439453125,48.01157532930374,0.001
120,278.2542724609375,48.011542320251465,0.001
121,278.254150390625,48.01150748729706,0.001
122,278.2539978027344,48.01147134304047,0.001
123,278.2538757324219,48.01143672466278,0.001
124,278.2537536621094,48.011404919624326,0.001
125,278.2535705566406,48.01136379241943,0.001
126,278.2534484863281,48.01132915019989,0.001
127,278.25335693359375,48.01130057573319,0.001
128,278.253173828125,48.01126044988632,0.001
